   0.0000000e+00   7.0857581e+00
   2.5000000e-02   7.6134992e+00
   5.0000000e-02   7.5551775e+00
   7.5000000e-02   7.2780837e+00
   1.0000000e-01   6.5931127e+00
   1.2500000e-01   6.2471319e+00
   1.5000000e-01   5.7890314e+00
   1.7500000e-01   5.4206685e+00
   2.0000000e-01   4.5818783e+00
   2.2500000e-01   4.2968836e+00
   2.5000000e-01   3.4162451e+00
   2.7500000e-01   3.1319483e+00
   3.0000000e-01   2.5194223e+00
   3.2500000e-01   2.1615607e+00
   3.5000000e-01   1.6671641e+00
   3.7500000e-01   1.3407996e+00
   4.0000000e-01   9.5763960e-01
   4.2500000e-01   3.4739438e-01
   4.5000000e-01   2.4254635e-01
   4.7500000e-01  -2.5143806e-01
   5.0000000e-01  -5.3682709e-01
   5.2500000e-01  -3.4250924e-01
   5.5000000e-01  -5.9057951e-01
   5.7500000e-01  -6.9348142e-01
   6.0000000e-01  -5.4414341e-01
   6.2500000e-01  -7.2833318e-01
   6.5000000e-01  -7.3838253e-01
   6.7500000e-01  -6.1204152e-01
   7.0000000e-01  -6.1743537e-01
   7.2500000e-01  -6.9719435e-01
   7.5000000e-01  -8.4929187e-01
   7.7500000e-01  -7.6842612e-01
   8.0000000e-01  -3.8757092e-01
   8.2500000e-01  -7.5580391e-01
   8.5000000e-01  -4.6319551e-01
   8.7500000e-01  -5.6242424e-01
   9.0000000e-01  -9.6814333e-02
   9.2500000e-01  -1.7214596e-01
   9.5000000e-01  -2.2398860e-01
   9.7500000e-01  -1.8841867e-01
   1.0000000e+00  -3.4832759e-01
   1.0250000e+00   3.9755911e-03
   1.0500000e+00  -2.7948692e-01
   1.0750000e+00  -2.3348727e-01
   1.1000000e+00   1.8398354e-02
   1.1250000e+00  -1.7179692e-01
   1.1500000e+00   2.0691461e-01
   1.1750000e+00   2.2066010e-01
   1.2000000e+00   1.8353806e-01
   1.2250000e+00  -9.5568167e-02
   1.2500000e+00   1.6360612e-01
   1.2750000e+00   9.4904206e-02
   1.3000000e+00   3.2176413e-01
   1.3250000e+00   1.5766362e-01
   1.3500000e+00   2.2977975e-01
   1.3750000e+00   5.1826772e-02
   1.4000000e+00   3.5589005e-02
   1.4250000e+00   2.2592425e-01
   1.4500000e+00  -1.5148706e-01
   1.4750000e+00  -1.3329062e-01
   1.5000000e+00  -1.1983101e-01
   1.5250000e+00  -1.7558537e-02
   1.5500000e+00   1.9642320e-01
   1.5750000e+00   1.7653053e-01
   1.6000000e+00  -2.0037799e-01
